Log,EventTemplate,LoggingStatement,LogTemplate
"20171223-22:17:58:150|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7107##548584##8661##16256##27321969
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038560000"", ""7107"", ""548584"", ""8661"", ""16256"", ""27321969"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:17:58:151|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038560000"", ""7109"", ""548585"", ""8661"", ""16256"", ""27322469"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:18:0:134|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK
",processHandleBroadcastAction action:android.intent.action.TIME_TICK,"Logging statement: logger.info(""processHandleBroadcastAction action:<*>"", ""android.intent.action.TIME_TICK"")",processHandleBroadcastAction action:<*>
"20171223-22:18:0:158|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7109##548585##8661##16256##27322469
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038560000"", ""7109"", ""548585"", ""8661"", ""16256"", ""27322469"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:18:0:159|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038620000##7111##548640##8661##16256##27324478
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038620000"", ""7111"", ""548640"", ""8661"", ""16256"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:18:1:649|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038620000##7111##548640##8661##16256##27324478
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038620000"", ""7111"", ""548640"", ""8661"", ""16256"", ""27324478"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:18:1:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038620000"", ""7112"", ""548695"", ""8661"", ""16256"", ""27325968"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:18:2:649|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038620000##7112##548695##8661##16256##27325968
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038620000"", ""7112"", ""548695"", ""8661"", ""16256"", ""27325968"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:18:2:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038620000"", ""7113"", ""548750"", ""8661"", ""16256"", ""27326969"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:18:5:653|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038620000##7113##548750##8661##16256##27326969
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038620000"", ""7113"", ""548750"", ""8661"", ""16256"", ""27326969"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:18:5:653|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038620000"", ""7114"", ""548805"", ""8661"", ""16256"", ""27329972"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:18:6:150|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038620000##7114##548805##8661##16256##27329972
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <1514038620000>##<7114>##<548805>##<8661>##<16256>##<27329972>"")",getTodayTotalDetailSteps = <1514038620000>##<7114>##<548805>##<8661>##<16256>##<27329972>
"20171223-22:18:6:151|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038620000"", ""7114"", ""548860"", ""8661"", ""16256"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:0:138|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK
",processHandleBroadcastAction action:android.intent.action.TIME_TICK,"Logging statement: logger.info(""processHandleBroadcastAction action:<*>"", ""android.intent.action.TIME_TICK"")",processHandleBroadcastAction action:<*>
"20171223-22:19:8:155|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038620000##7114##548860##8661##16256##27330470
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.info(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038620000"", ""7114"", ""548860"", ""8661"", ""16256"", ""27330470"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:8:156|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7117"", ""548865"", ""8661"", ""16256"", ""27392475"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:8:658|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7117##548865##8661##16256##27392475
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7117"", ""548865"", ""8661"", ""16256"", ""27392475"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:8:660|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7122##548870##8661##16256##27392978
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7122"", ""548870"", ""8661"", ""16256"", ""27392978"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:9:150|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7122##548870##8661##16256##27392978
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7122"", ""548870"", ""8661"", ""16256"", ""27392978"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:9:151|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7124##548875##8661##16256##27393470
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7124"", ""548875"", ""8661"", ""16256"", ""27393470"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:9:652|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7124##548875##8661##16256##27393470
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.info(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7124"", ""548875"", ""8661"", ""16256"", ""27393470"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:9:652|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7126##548880##8661##16256##27393971
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7126"", ""548880"", ""8661"", ""16256"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:10:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7126##548880##8661##16256##27393971
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7126"", ""548880"", ""8661"", ""16256"", ""27393971"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:10:150|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7128"", ""548885"", ""8661"", ""16256"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:10:650|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7128##548885##8661##16256##27394469
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7128"", ""548885"", ""8661"", ""16256"", ""27394469"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:10:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7130"", ""548890"", ""8661"", ""16256"", ""27394969"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:11:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7130##548890##8661##16256##27394969
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7130"", ""548890"", ""8661"", ""16256"", ""27394969"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:11:150|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7132##548895##8661##16256##27395468
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7132"", ""548895"", ""8661"", ""16256"", ""27395468"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:11:650|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7132##548895##8661##16256##27395468
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7132"", ""548895"", ""8661"", ""16256"", ""27395468"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:11:651|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7135"", ""548900"", ""8661"", ""16256"", ""27395969"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:12:153|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7135##548900##8661##16256##27395969
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.info(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7135"", ""548900"", ""8661"", ""16256"", ""27395969"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:12:154|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7139"", ""548905"", ""8661"", ""16256"", ""27396473"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:12:650|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7139##548905##8661##16256##27396473
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7139"", ""548905"", ""8661"", ""16256"", ""27396473"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:12:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7140"", ""548910"", ""8661"", ""16256"", ""27396969"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:14:655|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7140##548910##8661##16256##27396969
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.info(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7140"", ""548910"", ""8661"", ""16256"", ""27396969"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:14:656|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7154##548915##8661##16256##27398975
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7154"", ""548915"", ""8661"", ""16256"", ""27398975"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:16:156|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7154##548915##8661##16256##27398975
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.info(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7154"", ""548915"", ""8661"", ""16256"", ""27398975"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:16:157|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7154##548920##8661##16256##27400475
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7154"", ""548920"", ""8661"", ""16256"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:43:719|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_OFF
",onReceive action: android.intent.action.SCREEN_OFF,"Logging statement: logger.info(""onReceive action: <*>"", ""android.intent.action.SCREEN_OFF"")",onReceive action: <*>
"20171223-22:19:57:775|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_ON
",onReceive action: android.intent.action.SCREEN_ON,"Logging statement: logger.info(""onReceive action: <*>"", ""android.intent.action.SCREEN_ON"")",onReceive action: <*>
"20171223-22:19:57:776|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.SCREEN_ON
",processHandleBroadcastAction action:android.intent.action.SCREEN_ON,"Logging statement: logger.debug(""processHandleBroadcastAction action:<*>"", ""android.intent.action.SCREEN_ON"")",processHandleBroadcastAction action:<*>
"20171223-22:19:57:777|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7154##548920##8661##16256##27400475
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.info(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7154"", ""548920"", ""8661"", ""16256"", ""27400475"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:57:778|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7160##548925##8661##16256##27442097
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7160"", ""548925"", ""8661"", ""16256"", ""27442097"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:58:97|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038680000##7160##548925##8661##16256##27442097
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7160"", ""548925"", ""8661"", ""16256"", ""27442097"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:19:58:97|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038680000##7160##548930##8661##16256##27442416
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038680000"", ""7160"", ""548930"", ""8661"", ""16256"", ""27442416"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:19:58:363|Step_LSC|30002312|flushTempCacheToDB by stand
",flushTempCacheToDB by stand,"Logging statement: logger.info(""flushTempCacheToDB by <*>"", ""stand"")",flushTempCacheToDB by <*>
"20171223-22:19:58:366|Step_LSC|30002312|Alarm uploadStaticsToDB totalSteps=7163Calories:153367Floor:240Distance:5112
",Alarm uploadStaticsToDB totalSteps=<*> Calories:<*> Floor:<*> Distance:<*>,"Logging statement: logger.info(""Alarm uploadStaticsToDB totalSteps=<*>Calories:<*>Floor:<*>Distance:<*>"", ""7163"", ""153367"", ""240"", ""5112"")",Alarm uploadStaticsToDB totalSteps=<*>Calories:<*>Floor:<*>Distance:<*>
"20171223-22:19:58:366|Step_FlushableStepDataCache|30002312|upLoadOneMinuteDataToEngine time=25233975,0,93,0,20002
","upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>","Logging statement: logger.info(""upLoadOneMinuteDataToEngine time=<*>"", ""25233975,0,93,0,20002"")",upLoadOneMinuteDataToEngine time=<*>
"20171223-22:19:58:366|Step_FlushableStepDataCache|30002312|upLoadOneMinuteDataToEngine time=25233976,0,1,0,20002
","upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>","Logging statement: logger.info(""upLoadOneMinuteDataToEngine time=<*>"", ""25233976,0,1,0,20002"")",upLoadOneMinuteDataToEngine time=<*>
"20171223-22:19:58:366|Step_FlushableStepDataCache|30002312|upLoadOneMinuteDataToEngine time=25233977,0,55,0,20002
","upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>","Logging statement: logger.info(""upLoadOneMinuteDataToEngine time=<*>"", ""25233977,0,55,0,20002"")",upLoadOneMinuteDataToEngine time=<*>
"20171223-22:19:58:366|Step_FlushableStepDataCache|30002312|upLoadOneMinuteDataToEngine time=25233978,0,5,0,20002
","upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>","Logging statement: logger.info(""upLoadOneMinuteDataToEngine time=<*>.<*>.<*>.<*>,<*>"", ""25233978"", ""0"", ""5"", ""0"", ""20002"")","upLoadOneMinuteDataToEngine time=<*>.<*>.<*>.<*>,<*>"
"20171223-22:19:58:367|Step_FlushableStepDataCache|30002312|upLoadOneMinuteDataToEngine time=25233979,0,46,0,20002
","upLoadOneMinuteDataToEngine time=<*>,<*>,<*>,<*>,<*>","Logging statement: logger.info(""upLoadOneMinuteDataToEngine time=<*>"", ""25233979,0,46,0,20002"")",upLoadOneMinuteDataToEngine time=<*>
"20171223-22:19:58:369|HiH_HiAppUtil|30002312|getBinderPackageName packageName = com.huawei.health
",getBinderPackageName packageName = com.huawei.health,"Logging statement: logger.debug(""getBinderPackageName packageName = <*>"", ""com.huawei.health"")",getBinderPackageName packageName = <*>
"20171223-22:19:58:370|HiH_HiAppUtil|30002312|getBinderPackageName packageName = com.huawei.health
",getBinderPackageName packageName = com.huawei.health,"Logging statement: logger.debug(""getBinderPackageName packageName = <*>"", ""com.huawei.health"")",getBinderPackageName packageName = <*>
"20171223-22:19:58:371|HiH_HiHealthBinder|30002312|getAppContext() isAppValid health or wear, packageName = com.huawei.health
","getAppContext() isAppValid health or wear, packageName = <*>","Logging statement: logger.debug(""getAppContext() isAppValid health or wear, packageName = com.huawei.health"")","getAppContext() isAppValid health or wear, packageName = com.huawei.health"
"20171223-22:19:58:374|HiH_HiAppUtil|30002312|getBinderPackageName packageName = com.huawei.health
",getBinderPackageName packageName = com.huawei.health,"Logging statement: logger.debug(""getBinderPackageName packageName = <*>"", ""com.huawei.health"")",getBinderPackageName packageName = <*>
"20171223-22:19:58:375|HiH_HiAppUtil|30002312|getBinderPackageName packageName = com.huawei.health
",getBinderPackageName packageName = com.huawei.health,"Logging statement: logger.debug(""getBinderPackageName packageName = <*>"", ""com.huawei.health"")",getBinderPackageName packageName = <*>
"20171223-22:19:58:377|HiH_HiHealthDataInsertStore|30002312|saveHealthDetailData() deviceID = 2,clientID=1,id=1
","saveHealthDetailData() deviceID = <*>,clientID=<*>,id=<*>","Logging statement: logger.info(""saveHealthDetailData() deviceID = <*> clientID=<*> id=<*>"", ""2"", ""1"", ""1"")",saveHealthDetailData() deviceID = <*> clientID=<*> id=<*>
"20171223-22:19:58:378|HiH_HiHealthDataInsertStore|30002312|saveStatData() type =40002,time = 1513958400000,statClient = 2,who is 1
","saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>","Logging statement: logger.info(""saveStatData() type =<*> ,time = <*>,statClient = <*>,who is <*>"", ""40002"", ""1513958400000"", ""2"", ""1"")","saveStatData() type =<*> ,time = <*>,statClient = <*>,who is <*>"
"20171223-22:19:58:378|HiH_DataStatManager|30002312|new date =20171223, type=40002,7163.0,old=6983.0
","new date =<*>, type=<*>,<*>,old=<*>","Logging statement: logger.info(""new date =<*> type=<*>,<*>,old=<*>"", ""20171223"", ""40002"", ""7163.0"", ""6983.0"")","new date =<*> type=<*>,<*>,old=<*>"
"20171223-22:19:58:379|HiH_HiHealthDataInsertStore|30002312|saveStatData() type =40003,time = 1513958400000,statClient = 2,who is 1
","saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>","Logging statement: logger.info(""saveStatData() type =<*> ,time = <*> ,statClient = <*> ,who is <*>"", ""40003"", ""1513958400000"", ""2"", ""1"")","saveStatData() type =<*> ,time = <*> ,statClient = <*> ,who is <*>"
"20171223-22:19:58:380|HiH_DataStatManager|30002312|new date =20171223, type=40003,153367.0,old=210654.54000000004
","new date =<*>, type=<*>,<*>,old=<*>","Logging statement: logger.debug(""new date =<*> type=<*>,<*> old=<*>"", ""20171223"", ""40003"", ""153367.0"", ""210654.54000000004"")","new date =<*> type=<*>,<*> old=<*>"
"20171223-22:19:58:380|HiH_HiHealthDataInsertStore|30002312|saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40003
","saveHealthDetailData() saveOneDetailData fail hiHealthData = <*>,type = <*>","Logging statement: logger.error(""saveHealthDetailData() saveOneDetailData fail hiHealthData = <{}>, type = <{}>"", ""1513958400000"", ""40003"")","saveHealthDetailData() saveOneDetailData fail hiHealthData = <<*>>, type = <<*>>"
"20171223-22:19:58:380|HiH_HiHealthDataInsertStore|30002312|saveStatData() type =40005,time = 1513958400000,statClient = 2,who is 1
","saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>","Logging statement: logger.info(""saveStatData() type =<*>, time = <*>, statClient = <*>, who is <*>"", ""40005"", ""1513958400000"", ""2"", ""1"")","saveStatData() type =<*>, time = <*>, statClient = <*>, who is <*>"
"20171223-22:19:58:381|HiH_DataStatManager|30002312|new date =20171223, type=40005,240.0,old=330.0
","new date =<*>, type=<*>,<*>,old=<*>","Logging statement: logger.info(""new date =<*> , type=<*>,<*> ,old=<*>"", ""20171223"", ""40005"", ""240.0"", ""330.0"")","new date =<*> , type=<*>,<*> ,old=<*>"
"20171223-22:19:58:381|HiH_HiHealthDataInsertStore|30002312|saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40005
","saveHealthDetailData() saveOneDetailData fail hiHealthData = <*>,type = <*>","Logging statement: logger.error(""saveHealthDetailData() saveOneDetailData fail hiHealthData = <{}>, type = <{}>"", ""1513958400000"", ""40005"")","saveHealthDetailData() saveOneDetailData fail hiHealthData = <<*>>, type = <<*>>"
"20171223-22:19:58:381|HiH_HiHealthDataInsertStore|30002312|saveStatData() type =40004,time = 1513958400000,statClient = 2,who is 1
","saveStatData() type =<*>,time = <*>,statClient = <*>,who is <*>","Logging statement: logger.info(""saveStatData() type =<*> ,time = <*> ,statClient = <*> ,who is <*>"", ""40004"", ""1513958400000"", ""2"", ""1"")","saveStatData() type =<*> ,time = <*> ,statClient = <*> ,who is <*>"
"20171223-22:19:58:382|HiH_DataStatManager|30002312|new date =20171223, type=40004,5112.0,old=4985.0
","new date =<*>, type=<*>,<*>,old=<*>","Logging statement: logger.info(""new date =<*> , type=<*>,<*>,old=<*>"", ""20171223"", ""40004"", ""5112.0"", ""4985.0"")","new date =<*> , type=<*>,<*>,old=<*>"
"20171223-22:19:58:406|HiH_HiHealthDataInsertStore|30002312|bulkSaveDetailHiHealthData() size = 4,totalTime = 30
","bulkSaveDetailHiHealthData() size = <*>,totalTime = <*>","Logging statement: logger.info(""bulkSaveDetailHiHealthData() size = <*> ,totalTime = <*>"", ""4"", ""30"")","bulkSaveDetailHiHealthData() size = <*> ,totalTime = <*>"
"20171223-22:19:58:407|HiH_ListenerManager|30002312|startListenerChange subscribeList = [1]
",startListenerChange subscribeList = [<*>],"Logging statement: logger.debug(""startListenerChange subscribeList = [*]"", ""[1]"")",startListenerChange subscribeList = [*]
"20171223-22:19:58:411|HiH_HiHealthBinder|30002312|insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = 4,errorMessage = ERR_DATA_INSERT 
","insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = <*>,errorMessage = ERR_DATA_INSERT","Logging statement: logger.error(""insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = <*> ,errorMessage = <*>"", ""4"", ""ERR_DATA_INSERT"")","insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = <*> ,errorMessage = <*>"
