Log,EventTemplate,LoggingStatement,LogTemplate
"17/06/09 20:10:55 INFO storage.MemoryStore: Block broadcast_25_piece0 stored as bytes in memory (estimated size 5.7 KB, free 409.5 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""broadcast_25_piece0"", ""5.7 KB"", ""409.5 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:55 INFO broadcast.TorrentBroadcast: Reading broadcast variable 25 took 11 ms
",Reading broadcast variable <*> took <*> ms,"Logging statement: logger.info(""Reading broadcast variable {} took {} ms"", ""25"", ""11"")",Reading broadcast variable <*> took <*> ms
"17/06/09 20:10:55 INFO storage.MemoryStore: Block broadcast_25 stored as values in memory (estimated size 10.1 KB, free 419.6 KB)
","Block <*> stored as values in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as values in memory (estimated size {}, free {})"", ""broadcast_25"", ""10.1 KB"", ""419.6 KB"")","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_21_0 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_21_0"")",Found block <*> locally
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_21_4 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_21_4"")",Found block <*> locally
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_21_3 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_21_3"")",Found block <*> locally
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_21_2 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_21_2"")",Found block <*> locally
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_21_1 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_21_1"")",Found block <*> locally
"17/06/09 20:10:55 INFO python.PythonRunner: Times: total = 39, boot = -104, init = 143, finish = 0
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 39, -104, 143, 0)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:55 INFO python.PythonRunner: Times: total = 41, boot = -104, init = 145, finish = 0
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 41, -104, 145, 0)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:55 INFO python.PythonRunner: Times: total = 39, boot = -106, init = 145, finish = 0
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 39, -106, 145, 0)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:55 INFO python.PythonRunner: Times: total = 39, boot = -106, init = 145, finish = 0
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 39, -106, 145, 0)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:55 INFO python.PythonRunner: Times: total = 43, boot = -104, init = 146, finish = 1
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 43, -104, 146, 1)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:55 INFO executor.Executor: Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", 2.0, 16.0, 671, 2163)",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:55 INFO executor.Executor: Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", 3.0, 16.0, 678, 2151)",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:55 INFO executor.Executor: Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", ""4.0"", ""16.0"", ""679"", ""2163"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:55 INFO executor.Executor: Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", ""0.0"", ""16.0"", ""643"", ""2151"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:55 INFO executor.Executor: Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", 1.0, 16.0, 657, 2163)",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:55 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 692
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 692)",Got assigned task <*>
"17/06/09 20:10:55 INFO executor.Executor: Running task 0.0 in stage 17.0 (TID 692)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""0.0"", ""17.0"", ""692"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:55 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 706
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 706)",Got assigned task <*>
"17/06/09 20:10:55 INFO executor.Executor: Running task 1.0 in stage 17.0 (TID 706)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""1.0"", ""17.0"", ""706"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:55 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 716
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 716)",Got assigned task <*>
"17/06/09 20:10:55 INFO executor.Executor: Running task 2.0 in stage 17.0 (TID 716)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""2.0"", ""17.0"", ""716"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:55 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 718
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 718)",Got assigned task <*>
"17/06/09 20:10:55 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 26
",Started reading broadcast variable <*>,"Logging statement: logger.info(""Started reading broadcast variable {}"", 26)",Started reading broadcast variable <*>
"17/06/09 20:10:55 INFO executor.Executor: Running task 3.0 in stage 17.0 (TID 718)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", 3.0, 17.0, 718)",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:55 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 719
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 719)",Got assigned task <*>
"17/06/09 20:10:55 INFO executor.Executor: Running task 4.0 in stage 17.0 (TID 719)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""4.0"", ""17.0"", ""719"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:55 INFO storage.MemoryStore: Block broadcast_26_piece0 stored as bytes in memory (estimated size 5.8 KB, free 379.9 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""broadcast_26_piece0"", ""5.8 KB"", ""379.9 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:55 INFO broadcast.TorrentBroadcast: Reading broadcast variable 26 took 10 ms
",Reading broadcast variable <*> took <*> ms,"Logging statement: logger.info(""Reading broadcast variable {} took {} ms"", 26, 10)",Reading broadcast variable <*> took <*> ms
"17/06/09 20:10:55 INFO storage.MemoryStore: Block broadcast_26 stored as values in memory (estimated size 9.7 KB, free 389.6 KB)
","Block <*> stored as values in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as values in memory (estimated size {}, free {})"", ""broadcast_26"", ""9.7 KB"", ""389.6 KB"")","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_2_0 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_0"")",Found block <*> locally
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_2_4 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_4"")",Found block <*> locally
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_2_3 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_3"")",Found block <*> locally
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_2_2 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_2"")",Found block <*> locally
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_2_1 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_1"")",Found block <*> locally
"17/06/09 20:10:55 INFO python.PythonRunner: Times: total = 42, boot = -69, init = 110, finish = 1
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 42, -69, 110, 1)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:55 INFO python.PythonRunner: Times: total = 40, boot = -71, init = 110, finish = 1
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 40, -71, 110, 1)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:55 INFO python.PythonRunner: Times: total = 39, boot = -73, init = 111, finish = 1
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 39, -73, 111, 1)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:55 INFO python.PythonRunner: Times: total = 44, boot = -72, init = 115, finish = 1
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 44, -72, 115, 1)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:55 INFO python.PythonRunner: Times: total = 42, boot = -71, init = 112, finish = 1
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 42, -71, 112, 1)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:55 INFO executor.Executor: Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", ""4.0"", ""17.0"", ""719"", ""2156"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:55 INFO executor.Executor: Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", ""0.0"", ""17.0"", ""692"", ""2156"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:55 INFO executor.Executor: Finished task 2.0 in stage 17.0 (TID 716). 2156 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", 2.0, 17.0, 716, 2156)",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:55 INFO executor.Executor: Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", 3.0, 17.0, 718, 2156)",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:55 INFO executor.Executor: Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", 1.0, 17.0, 706, 2156)",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:55 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 722
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 722)",Got assigned task <*>
"17/06/09 20:10:55 INFO executor.Executor: Running task 0.0 in stage 18.0 (TID 722)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""0.0"", ""18.0"", ""722"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:55 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 736
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 736)",Got assigned task <*>
"17/06/09 20:10:55 INFO executor.Executor: Running task 1.0 in stage 18.0 (TID 736)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""1.0"", ""18.0"", ""736"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:55 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 750
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 750)",Got assigned task <*>
"17/06/09 20:10:55 INFO executor.Executor: Running task 2.0 in stage 18.0 (TID 750)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""2.0"", ""18.0"", ""750"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:55 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 758
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 758)",Got assigned task <*>
"17/06/09 20:10:55 INFO executor.Executor: Running task 3.0 in stage 18.0 (TID 758)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""3.0"", ""18.0"", ""758"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:55 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 27
",Started reading broadcast variable <*>,"Logging statement: logger.info(""Started reading broadcast variable {}"", 27)",Started reading broadcast variable <*>
"17/06/09 20:10:55 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 759
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 759)",Got assigned task <*>
"17/06/09 20:10:55 INFO executor.Executor: Running task 4.0 in stage 18.0 (TID 759)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""4.0"", ""18.0"", ""759"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:55 INFO storage.MemoryStore: Block broadcast_27_piece0 stored as bytes in memory (estimated size 5.4 KB, free 395.0 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""broadcast_27_piece0"", ""5.4 KB"", ""395.0 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:55 INFO broadcast.TorrentBroadcast: Reading broadcast variable 27 took 10 ms
",Reading broadcast variable <*> took <*> ms,"Logging statement: logger.info(""Reading broadcast variable {} took {} ms"", ""27"", ""10"")",Reading broadcast variable <*> took <*> ms
"17/06/09 20:10:55 INFO storage.MemoryStore: Block broadcast_27 stored as values in memory (estimated size 9.2 KB, free 404.2 KB)
","Block <*> stored as values in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as values in memory (estimated size {}, free {})"", ""broadcast_27"", ""9.2 KB"", ""404.2 KB"")","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_2_0 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_0"")",Found block <*> locally
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_2_4 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_4"")",Found block <*> locally
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_2_3 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_3"")",Found block <*> locally
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_2_2 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_2"")",Found block <*> locally
"17/06/09 20:10:55 INFO storage.BlockManager: Found block rdd_2_1 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_1"")",Found block <*> locally
"17/06/09 20:10:56 INFO python.PythonRunner: Times: total = 38, boot = -77, init = 115, finish = 0
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 38, -77, 115, 0)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:56 INFO python.PythonRunner: Times: total = 40, boot = -76, init = 115, finish = 1
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 40, -76, 115, 1)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:56 INFO python.PythonRunner: Times: total = 40, boot = -75, init = 115, finish = 0
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 40, -75, 115, 0)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:56 INFO python.PythonRunner: Times: total = 42, boot = -74, init = 115, finish = 1
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 42, -74, 115, 1)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:56 INFO executor.Executor: Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", ""4.0"", ""18.0"", ""759"", ""2087"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:56 INFO executor.Executor: Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", ""0.0"", ""18.0"", ""722"", ""2087"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:56 INFO executor.Executor: Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", ""3.0"", ""18.0"", ""758"", ""2087"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:56 INFO executor.Executor: Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", ""1.0"", ""18.0"", ""736"", ""2087"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:56 INFO python.PythonRunner: Times: total = 42, boot = -74, init = 115, finish = 1
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 42, -74, 115, 1)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:56 INFO executor.Executor: Finished task 2.0 in stage 18.0 (TID 750). 2087 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", ""2.0"", ""18.0"", ""750"", ""2087"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:56 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 762
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 762)",Got assigned task <*>
"17/06/09 20:10:56 INFO executor.Executor: Running task 0.0 in stage 19.0 (TID 762)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""0.0"", ""19.0"", ""762"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:56 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 776
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", ""776"")",Got assigned task <*>
"17/06/09 20:10:56 INFO executor.Executor: Running task 1.0 in stage 19.0 (TID 776)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""1.0"", ""19.0"", ""776"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:56 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 789
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", ""789"")",Got assigned task <*>
"17/06/09 20:10:56 INFO executor.Executor: Running task 2.0 in stage 19.0 (TID 789)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""2.0"", ""19.0"", ""789"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:56 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 798
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 798)",Got assigned task <*>
"17/06/09 20:10:56 INFO executor.Executor: Running task 3.0 in stage 19.0 (TID 798)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""3.0"", ""19.0"", ""798"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:56 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 28
",Started reading broadcast variable <*>,"Logging statement: logger.info(""Started reading broadcast variable {}"", 28)",Started reading broadcast variable <*>
"17/06/09 20:10:56 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 799
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 799)",Got assigned task <*>
"17/06/09 20:10:56 INFO executor.Executor: Running task 4.0 in stage 19.0 (TID 799)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", 4.0, 19.0, 799)",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:56 INFO storage.MemoryStore: Block broadcast_28_piece0 stored as bytes in memory (estimated size 5.6 KB, free 409.8 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {}_piece{} stored as bytes in memory (estimated size {}, free {})"", ""broadcast"", ""0"", ""5.6 KB"", ""409.8 KB"")","Block <*>_piece<*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:56 INFO broadcast.TorrentBroadcast: Reading broadcast variable 28 took 9 ms
",Reading broadcast variable <*> took <*> ms,"Logging statement: logger.info(""Reading broadcast variable {} took {} ms"", ""28"", ""9"")",Reading broadcast variable <*> took <*> ms
"17/06/09 20:10:56 INFO storage.MemoryStore: Block broadcast_28 stored as values in memory (estimated size 9.8 KB, free 419.6 KB)
","Block <*> stored as values in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as values in memory (estimated size {}, free {})"", ""broadcast_28"", ""9.8 KB"", ""419.6 KB"")","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:56 INFO spark.CacheManager: Partition rdd_26_0 not found, computing it
","Partition <*> not found, computing it","Logging statement: logger.info(""Partition {} not found, computing it"", ""rdd_26_0"")","Partition <*> not found, computing it"
"17/06/09 20:10:56 INFO spark.CacheManager: Partition rdd_26_4 not found, computing it
","Partition <*> not found, computing it","Logging statement: logger.info(""Partition {} not found, computing it"", ""rdd_26_4"")","Partition <*> not found, computing it"
"17/06/09 20:10:56 INFO spark.CacheManager: Partition rdd_26_3 not found, computing it
","Partition <*> not found, computing it","Logging statement: logger.info(""Partition {} not found, computing it"", ""rdd_26_3"")","Partition <*> not found, computing it"
"17/06/09 20:10:56 INFO spark.CacheManager: Partition rdd_26_2 not found, computing it
","Partition <*> not found, computing it","Logging statement: logger.info(""Partition {} not found, computing it"", ""rdd_26_2"")","Partition <*> not found, computing it"
"17/06/09 20:10:56 INFO spark.CacheManager: Partition rdd_26_1 not found, computing it
","Partition <*> not found, computing it","Logging statement: logger.info(""Partition {} not found, computing it"", ""rdd_26_1"")","Partition <*> not found, computing it"
"17/06/09 20:10:56 INFO storage.BlockManager: Found block rdd_2_0 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_0"")",Found block <*> locally
"17/06/09 20:10:56 INFO storage.BlockManager: Found block rdd_2_4 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_4"")",Found block <*> locally
"17/06/09 20:10:56 INFO storage.BlockManager: Found block rdd_2_3 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_3"")",Found block <*> locally
"17/06/09 20:10:56 INFO storage.BlockManager: Found block rdd_2_2 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_2"")",Found block <*> locally
"17/06/09 20:10:56 INFO storage.BlockManager: Found block rdd_2_1 locally
",Found block <*> locally,"Logging statement: logger.info(""Found block {} locally"", ""rdd_2_1"")",Found block <*> locally
"17/06/09 20:10:56 INFO python.PythonRunner: Times: total = 40, boot = -79, init = 119, finish = 0
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 40, -79, 119, 0)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:56 INFO python.PythonRunner: Times: total = 41, boot = -82, init = 123, finish = 0
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 41, -82, 123, 0)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
