LogMessage,LoggingStatement,LogTemplate,LogTemplate_fromLS
"03-17 16:13:40.319  1702 17630 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0
","Log.d(TAG, ""ready=%s,policy=%s,wakefulness=%s,wksummary=%s,uasummary=%s,bootcompleted=%s,boostinprogress=%s,waitmodeenable=%s,mode=%s,manual=%s,auto=%s,adj=%suserId=%s"", ready, policy, wakefulness, wksummary, uasummary, bootcompleted, boostinprogress, waitmodeenable, mode, manual, auto, adj, userId)","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>"
"03-17 16:13:40.322  2626  2809 W PhoneInterfaceManager: shouldBlockLocation running ...
","Log.w(TAG, ""shouldBlockLocation running ..."");",shouldBlockLocation running ...,shouldBlockLocation running ...
"03-17 16:13:40.322  2626  2809 I PhoneInterfaceManager: shouldBlockLocation  ret:false
","Log.i(TAG, ""shouldBlockLocation ret:"" + false);",shouldBlockLocation ret:<*>,shouldBlockLocation ret:
"03-17 16:13:40.324  1702  2113 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0
","Log.d(TAG, ""ready=%s,policy=%s,wakefulness=%s,wksummary=%s,uasummary=%s,bootcompleted=%s,boostinprogress=%s,waitmodeenable=%s,mode=%s,manual=%s,auto=%s,adj=%suserId=%s"", ready, policy, wakefulness, wksummary, uasummary, bootcompleted, boostinprogress, waitmodeenable, mode, manual, auto, adj, userId)","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>"
"03-17 16:13:40.332  1702 27357 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0
","Log.d(TAG, ""ready=%s,policy=%d,wakefulness=%d,wksummary=0x%x,uasummary=0x%x,bootcompleted=%s,boostinprogress=%s,waitmodeenable=%s,mode=%s,manual=%d,auto=%d,adj=%fuserId=%d"");","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=0x<*>,uasummary=0x<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>"
"03-17 16:13:40.334  1702 27357 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0
","Log.d(TAG, ""ready=%s,policy=%d,wakefulness=%d,wksummary=0x%x,uasummary=0x%x,bootcompleted=%s,boostinprogress=%s,waitmodeenable=%s,mode=%s,manual=%d,auto=%d,adj=%f,userId=%d"");","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=0x<*>,uasummary=0x<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>"
"03-17 16:13:40.343  1702  3697 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0
","Log.d(TAG, ""ready=%s,policy=%s,wakefulness=%s,wksummary=%s,uasummary=%s,bootcompleted=%s,boostinprogress=%s,waitmodeenable=%s,mode=%s,manual=%s,auto=%s,adj=%suserId=%s"", ready, policy, wakefulness, wksummary, uasummary, bootcompleted, boostinprogress, waitmodeenable, mode, manual, auto, adj, userId)","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>"
"03-17 16:13:40.345  1702 14638 D PowerManagerService: release:lock=166121161, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626
","Log.d(TAG, ""release:lock=%s, flg=0x%s, tag=\""%s\"", name=%s\"", ws=%s, uid=%d, pid=%d"", lock, flg, tag, name, ws, uid, pid);","release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock=<*>, flg=0x<*>, tag=\"
"03-17 16:13:40.345  1702 14638 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0
","Log.d(TAG, ""ready=%s,policy=%d,wakefulness=%d,wksummary=0x%x,uasummary=0x%x,bootcompleted=%s,boostinprogress=%s,waitmodeenable=%s,mode=%s,manual=%d,auto=%d,adj=%fuserId=%d"");","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=0x<*>,uasummary=0x<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>"
"03-17 16:13:40.346  2626  2642 W PhoneInterfaceManager: shouldBlockLocation running ...
","Log.w(TAG, ""shouldBlockLocation running ..."");",shouldBlockLocation running ...,shouldBlockLocation running ...
"03-17 16:13:40.346  2626  2642 I PhoneInterfaceManager: shouldBlockLocation  ret:false
","Log.i(TAG, ""shouldBlockLocation ret:"" + false);",shouldBlockLocation ret:<*>,shouldBlockLocation ret:
"03-17 16:13:41.480  1702 27357 D PowerManagerService: release:lock=264232593, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0
","Log.d(TAG, ""release:lock=%s, flg=0x%s, tag=\""%s\"", name=\""%s\"", ws=%s, uid=%d, pid=%d"", lock, flg, tag, name, ws, uid, pid);","release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock=<*>, flg=0x<*>, tag=\"
"03-17 16:13:41.481  1702 27357 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0
","Log.d(TAG, ""ready=%s,policy=%s,wakefulness=%s,wksummary=%s,uasummary=%s,bootcompleted=%s,boostinprogress=%s,waitmodeenable=%s,mode=%s,manual=%s,auto=%s,adj=%suserId=%s"", ready, policy, wakefulness, wksummary, uasummary, bootcompleted, boostinprogress, waitmodeenable, mode, manual, auto, adj, userId)","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>"
"03-17 16:13:41.481  1702 27357 D PowerManagerService: Releasing suspend blocker ""PowerManagerService.WakeLocks"".
","Log.d(TAG, ""Releasing suspend blocker \""PowerManagerService.WakeLocks\""."");","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Releasing suspend blocker \
"03-17 16:13:41.614  1702  1820 I DisplayPowerController: HBM brightnessIn =38
","Log.i(TAG, ""HBM brightnessIn = "" + brightnessIn);",HBM brightnessIn =<*>,HBM brightnessIn = 
"03-17 16:13:41.614  1702  1820 I DisplayPowerController: HBM brightnessOut =38
","Log.i(TAG, ""HBM brightnessOut = "" + brightnessOut);",HBM brightnessOut =<*>,HBM brightnessOut = 
"03-17 16:13:41.614  1702  1820 D DisplayPowerController: Animating brightness: target=38, rate=200
","Log.d(TAG, ""Animating brightness: target=%d, rate=%d"", targetValue, rateValue);","Animating brightness: target=<*>, rate=<*>","Animating brightness: target=<*>, rate=<*>"
"03-17 16:13:45.307  1702  2105 D PowerManagerService: userActivityNoUpdateLocked: eventTime=261849942, event=2, flags=0x0, uid=1000
","Log.d(TAG, ""userActivityNoUpdateLocked: eventTime=%d, event=%d, flags=0x%x, uid=%d"", eventTime, event, flags, uid);","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=0x<*>, uid=<*>"
"03-17 16:13:45.308  1702  2105 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0
","Log.d(TAG, ""ready=%s,policy=%s,wakefulness=%s,wksummary=%s,uasummary=%s,bootcompleted=%s,boostinprogress=%s,waitmodeenable=%s,mode=%s,manual=%s,auto=%s,adj=%suserId=%s"", ready, policy, wakefulness, wksummary, uasummary, bootcompleted, boostinprogress, waitmodeenable, mode, manual, auto, adj, userId);","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>"
"03-17 16:13:45.310  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:45.316  1702 14640 D WindowManager: interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false
","Log.d(""WindowManager"", ""interceptKeyTq keycode=%d interactive=%b keyguardActive=%b policyFlags=%x down %b canceled %b"", keycode, interactive, keyguardActive, policyFlags, down, canceled);",interceptKeyTq keycode=<*> interactive=<*> keyguardActive=<*> policyFlags=<*> down <*> canceled <*>,WindowManager
"03-17 16:13:45.317  1702 14640 D WindowManager: interceptKeyBeforeQueueing: key 4 , result : 1
","Log.d(TAG, ""interceptKeyBeforeQueueing: key 4 , result : 1"");","interceptKeyBeforeQueueing: key <*> , result : <*>","interceptKeyBeforeQueueing: key 4 , result : 1"
"03-17 16:13:45.317  1702  2105 D PowerManagerService: userActivityNoUpdateLocked: eventTime=261849949, event=1, flags=0x0, uid=1000
","Log.d(TAG, ""userActivityNoUpdateLocked: eventTime=261849949, event=1, flags=0x0, uid=1000"");","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=261849949, event=1, flags=0x0, uid=1000"
"03-17 16:13:45.318  1702  2105 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0
","Log.d(TAG, ""ready=%s,policy=%d,wakefulness=%d,wksummary=0x%x,uasummary=0x%x,bootcompleted=%s,boostinprogress=%s,waitmodeenable=%s,mode=%s,manual=%d,auto=%d,adj=%f,userId=%d"");","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=0x<*>,uasummary=0x<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>"
"03-17 16:13:45.358  2227  2227 I PhoneStatusBar: resumeSuspendedAutohide
","Log.i(TAG, ""resumeSuspendedAutohide"");",resumeSuspendedAutohide,resumeSuspendedAutohide
"03-17 16:13:45.361  1702  3137 D WindowManager: interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false
","Log.d(""WindowManager"", ""interceptKeyTq keycode=%d interactive=%b keyguardActive=%b policyFlags=%x down %b canceled %b"", keycode, interactive, keyguardActive, policyFlags, down, canceled);",interceptKeyTq keycode=<*> interactive=<*> keyguardActive=<*> policyFlags=<*> down <*> canceled <*>,WindowManager
"03-17 16:13:45.362  1702  3137 D WindowManager: interceptKeyBeforeQueueing: key 4 , result : 1
","Log.d(""WindowManager"", ""interceptKeyBeforeQueueing: key 4 , result : 1"");","interceptKeyBeforeQueueing: key <*> , result : <*>",WindowManager
"03-17 16:13:45.362  2227  2318 V AudioManager: querySoundEffectsEnabled...
","Log.v(TAG, ""querySoundEffectsEnabled..."");",querySoundEffectsEnabled...,querySoundEffectsEnabled...
"03-17 16:13:45.382  1702  3697 D PowerManagerService: acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10113}, uid=1000, pid=1702
","Log.d(TAG, ""acquire lock=%d, flags=0x%x, tag=\""%s\"", name=%s, ws=%s, uid=%d, pid=%d"", lock, flags, tag, name, ws, uid, pid);","acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","acquire lock=<*>, flags=0x<*>, tag=\"
"03-17 16:13:45.382  1702  3697 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0
","Log.d(TAG, ""ready=%s,policy=%s,wakefulness=%s,wksummary=%s,uasummary=%s,bootcompleted=%s,boostinprogress=%s,waitmodeenable=%s,mode=%s,manual=%s,auto=%s,adj=%suserId=%s"", ready, policy, wakefulness, wksummary, uasummary, bootcompleted, boostinprogress, waitmodeenable, mode, manual, auto, adj, userId);","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>"
"03-17 16:13:45.382  1702  3697 D PowerManagerService: Acquiring suspend blocker ""PowerManagerService.WakeLocks"".
","Log.d(TAG, ""Acquiring suspend blocker \""PowerManagerService.WakeLocks\""."");","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Acquiring suspend blocker \
"03-17 16:13:45.402  1702  3694 V WindowManager: Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide
","Log.v(TAG, ""Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide"");",Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide
"03-17 16:13:45.405  2227  2227 I PhoneStatusBar: setSystemUiVisibility vis=508 mask=ffffffff oldVal=40000500 newVal=508 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)
","Log.i(TAG, ""setSystemUiVisibility vis=%d mask=%s oldVal=%s newVal=%s diff=%s fullscreenStackVis=%d dockedStackVis=%d, fullscreenStackBounds=Rect(%d, %d - %d, %d), dockedStackBounds=Rect(%d, %d - %d, %d)"");","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
"03-17 16:13:45.408  2227  2227 I PhoneStatusBar: cancelAutohide
","Log.i(TAG, ""cancelAutohide"");",cancelAutohide,cancelAutohide
"03-17 16:13:45.408  2227  2227 I PhoneStatusBar: notifyUiVisibilityChanged:vis=0x508, SystemUiVisibility=0x508
","Log.i(TAG, ""notifyUiVisibilityChanged:vis=0x508, SystemUiVisibility=0x508"");","notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>","notifyUiVisibilityChanged:vis=0x508, SystemUiVisibility=0x508"
"03-17 16:13:45.466  1702 17632 W ActivityManager: Bad activity token: android.os.BinderProxy@2bd79ce
","Log.w(""ActivityManager"", ""Bad activity token: android.os.BinderProxy@2bd79ce"");",Bad activity token: <*>@<*>,ActivityManager
"03-17 16:13:45.466  1702 17632 W ActivityManager: java.lang.ClassCastException: android.os.BinderProxy cannot be cast to com.android.server.am.ActivityRecord$Token
","Log.w(""ActivityManager"", ""java.lang.ClassCastException: android.os.BinderProxy cannot be cast to com.android.server.am.ActivityRecord$Token"");",<*>: <*> cannot be cast to <*>$Token,ActivityManager
"03-17 16:13:45.512  1702  2639 V WindowManager: Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide
","Log.v(TAG, ""Skipping AppWindowToken{"" + appWindowToken + ""} -- going to hide"");",Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide,Skipping AppWindowToken{
"03-17 16:13:45.598  1702  2556 D PowerManagerService: release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10113}, uid=1000, pid=1702
","Log.d(TAG, ""release:lock=%s, flg=0x%s, tag=\""%s\"", name=\""%s\"", ws=WorkSource{%s}, uid=%s, pid=%s"", lock, flg, tag, name, ws, uid, pid);","release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock=<*>, flg=0x<*>, tag=\"
"03-17 16:13:45.599  1702  2556 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0
","Log.d(TAG, ""ready=%s,policy=%s,wakefulness=%s,wksummary=%s,uasummary=%s,bootcompleted=%s,boostinprogress=%s,waitmodeenable=%s,mode=%s,manual=%s,auto=%s,adj=%s,userId=%s"", ready, policy, wakefulness, wksummary, uasummary, bootcompleted, boostinprogress, waitmodeenable, mode, manual, auto, adj, userId);","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>,userId=<*>"
"03-17 16:13:45.599  1702  2556 D PowerManagerService: Releasing suspend blocker ""PowerManagerService.WakeLocks"".
","Log.d(TAG, ""Releasing suspend blocker \""PowerManagerService.WakeLocks\""."");","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Releasing suspend blocker \
"03-17 16:13:45.626  2227  2227 I PhoneStatusBar: setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)
","Log.i(TAG, ""setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)"");","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)"
"03-17 16:13:45.627  2227  2227 I PhoneStatusBar: cancelAutohide
","Log.i(TAG, ""cancelAutohide"");",cancelAutohide,cancelAutohide
"03-17 16:13:45.627  2227  2227 I PhoneStatusBar: notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500
","Log.i(TAG, ""notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500"");","notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>","notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500"
"03-17 16:13:46.143  1702  2105 D PowerManagerService: userActivityNoUpdateLocked: eventTime=261850777, event=2, flags=0x0, uid=1000
","Log.d(TAG, ""userActivityNoUpdateLocked: eventTime=%d, event=%d, flags=0x%x, uid=%d"", eventTime, event, flags, uid);","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=0x<*>, uid=<*>"
"03-17 16:13:46.144  1702  2105 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0
","Log.d(TAG, ""ready=%s,policy=%s,wakefulness=%s,wksummary=%s,uasummary=%s,bootcompleted=%s,boostinprogress=%s,waitmodeenable=%s,mode=%s,manual=%s,auto=%s,adj=%suserId=%s"", ready, policy, wakefulness, wksummary, uasummary, bootcompleted, boostinprogress, waitmodeenable, mode, manual, auto, adj, userId)","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>=<*>"
"03-17 16:13:46.145  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.146  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.146  2227  2227 I PanelView: onTouchEvent::0, x=271.0, y=14.0
","Log.i(TAG, ""onTouchEvent::0, x="" + x + "", y="" + y);","onTouchEvent::<*>, x=<*>, y=<*>","onTouchEvent::0, x="
"03-17 16:13:46.148  2227  2227 I PanelView: schedulePeek
","Log.i(TAG, ""schedulePeek"");",schedulePeek,schedulePeek
"03-17 16:13:46.153  1702  2113 V AudioManager: getRingtonePlayer...
","Log.v(TAG, ""getRingtonePlayer..."");",getRingtonePlayer...,getRingtonePlayer...
"03-17 16:13:46.155  2227  2227 D PhoneStatusBar: disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >
","Log.d(TAG, ""disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >"");",disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >
"03-17 16:13:46.155  2227  2227 I PhoneStatusBar: suspendAutohide
","Log.i(TAG, ""suspendAutohide"");",suspendAutohide,suspendAutohide
"03-17 16:13:46.158  1702  2113 I NotificationManager: updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true
","Log.i(TAG, ""updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true"");","updateLightsLocked,mInCall =<*>,mScreenOn = <*>,ledNotification == null?true","updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true"
"03-17 16:13:46.158  1702  2113 I NotificationManager: updateLightsLocked,turn off notificationLight
","Log.i(TAG, ""updateLightsLocked, turn off notificationLight"");","updateLightsLocked,turn off notificationLight","updateLightsLocked, turn off notificationLight"
"03-17 16:13:46.159  1702  3137 V AudioManager: getRingtonePlayer...
","Log.v(TAG, ""getRingtonePlayer..."");",getRingtonePlayer...,getRingtonePlayer...
"03-17 16:13:46.161  1702  3137 I NotificationManager: updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true
","Log.i(TAG, ""updateLightsLocked,mInCall = "" + mInCall + "",mScreenOn = "" + mScreenOn + "",ledNotification == null?"" + (ledNotification == null));","updateLightsLocked,mInCall =<*>,mScreenOn = <*>,ledNotification == null?true","updateLightsLocked,mInCall = "
"03-17 16:13:46.161  1702  3137 I NotificationManager: updateLightsLocked,turn off notificationLight
","Log.i(TAG, ""updateLightsLocked,turn off notificationLight"");","updateLightsLocked,turn off notificationLight","updateLightsLocked,turn off notificationLight"
"03-17 16:13:46.187  2227  2227 I StackScrollAlgorithm: overlapAmount:196.0, previousNotificationEnd:0.0, newYTranslation:-196.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-529
","Log.i(TAG, ""overlapAmount:%f, previousNotificationEnd:%f, newYTranslation:%f, location:%d, i:%d, getTopPadding:%f, getLocationOnScreen():%d"", 196.0, 0.0, -196.0, 4, 0, 333.0, -529);","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
